OBJECTID_1,OBJECTID,ROADWAY,BEGIN_POST,END_POST,URBAREA,FUNCLASS,TYPEROAD,USROUTE,STROADNO,MNG_DIST_C,CONTYDOT,AADT_2024,NOLANES_To,MAXSPEED_M,IsSignaliz,Countermea,Counterme1,Counterme2,LocationID,LocationSt,CrashModif,CostScenar,CostEstima,TotalLives,Crash_Save,Crash_Sav1,Crash_Sav2,Crash_Sav3,Benefit_Al,Benefit_KA,CostPerLif,CrashSavin,CostBenefi,PresentVal,PresentVa1,NetPresent,Intersecti,FDOT Manag,FDOT Count,Intersect1,Intersect2,Entering V,AADT Major,AADT Minor,Signalized,CentralPoi,CentralPo1,Counterme3,Serious In,Intersect3,Match_Stat,Matched_ID,Match_Cnt,Ovl_Ft,Ovl_Mi,Ovl_Pct,Ang_Dif,Min_Ft,QC_Flag,WP_IDs,WP_Count
108394,270716,93180000,2.152,2.556,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  802,4,PALM BEACH,41000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05403,Potential Location,0.906000018,1,13357.2024403125,0.145057045732854,0.0567794721868601,0.189817505558992,0.29342968108246,0.921319464754672,182412.334256459,,92082.4105635787,14.7585182815627,110.766265513634,1479527.43202301,13357.2024403125,1466170.2295827,CIS,4,93,93180000 = 2.465|93A14316 = .989,LAKE WORTH RD|NASSAU RD|OHIO RD,20250,93180000,93A14316,Y,-80.16501,26.61751481,10,6.04037053824756,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
38191,88997,26250000,1.697,2.101,GAINESVILLE,URBAN MINOR ART,DIVIDED,,SR  121,2,ALACHUA,39500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03213,Potential Location,0.906000018,1,13357.2024403125,0.101068291726433,0.0426381855720889,0.169131469435952,0.305968461281193,0.994969956284985,253180.15993463,,132160.168259964,15.2281490174686,153.738621526962,2053517.89063022,13357.2024403125,2040160.68818991,CIS,2,26,26250000 = 1.703,SW 34TH ST|WINDMEADOWS BLVD,17000,26250000,26A05444,Y,-82.372565,29.62838,10,4.53597805711163,On-System / Off-System,On Corridor,207712-6,2,2136,0.4,100,0,0.5,Verified Match,207712-6,2
81347,171350,77080000,7.874,8.1,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,,SR  436,5,SEMINOLE,72500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-01622,Potential Location,0.906000018,1,13357.2024403125,0.0980520177326313,0.0413656949809538,0.16408392342445,0.296837163057771,0.965276152694443,245624.271543596,,136225.676423457,14.7736813593088,149.150458434132,1992232.86737011,13357.2024403125,1978875.6649298,CIS,5,77,77080000 = 7.924|77A05793 = .468,FERN PARK BLVD|SEMORAN BLVD,33500,77080000,77A05793,Y,-81.33490088,28.65668431,10,4.40060669170701,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
115325,254605,92090000,6.077,6.091,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,US  192,SR  530,5,OSCEOLA,57500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04406,Potential Location,0.906000018,1,13357.2024403125,0.0926311177980022,0.0362584661095037,0.1212144341471,0.18737951828853,0.588339928185597,156690.759621044,,144197.789661139,9.42455458510531,95.1473503941687,1270902.42087426,13357.2024403125,1257545.21843395,CIC,5,92,92090000 = 6.09|92A00063 = .202,CELEBRATION PL|PARKWAY BLVD|W IRLO BRONSON MEMORIAL HWY,29500,92090000,92A00063,Y,-81.53461975,28.33268,10,3.85728436729953,On-System / Off-System,On Corridor,445362-4,1,74,0.01,100,0,0.9,Verified Parallel Fallback,445362-4,1
39454,83203,17040000,4.603,4.624,215,URBAN PRIN ART OTHER,DIVIDED,,SR  780,1,SARASOTA,63500,7,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02001,Potential Location,0.906000018,1,13357.2024403125,0.0858304166656285,0.036209707030812,0.143631837888888,0.259838175452586,0.844960219065301,215008.666392414,,155623.180676711,12.9322298110415,130.559740526489,1743912.88476698,13357.2024403125,1730555.68232667,CIS,1,17,17040000 = 4.618|17A04518 = .239,FRUITVILLE RD|PARAMOUNT DR,29250,17040000,17A04518,Y,-82.45732,27.33796782,10,3.85209723027522,On-System / Off-System,On Corridor,"456052-1, 454316-1",2,111,0.02,100,0,0.1,Verified Match,"456052-1, 454316-1",2
12278,26026,10310000,6.01,6.516,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,,SR  580,7,HILLSBOROUGH,38000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-00668,Potential Location,0.906000018,1,13357.2024403125,0.0822491884953892,0.0399496058406176,0.170106276206373,0.328783119725724,1.19541718279094,289701.423291271,,162399.200340576,17.4248110341319,175.915433036691,2349738.05144631,13357.2024403125,2336380.849006,SI,7,10,10310000 = 6.364|10A09389 = .557,E BUSCH BLVD|N 50TH ST,19750,10310000,10A09389,Y,-82.40164895,28.03264,10,4.24995888197272,On-System / Off-System,On Corridor,438702-1,5,2667,0.51,100,0,0.7,Verified Match,438702-1,5
115968,266377,93030000,4.285,4.34555555468019,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  806,4,PALM BEACH,41500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04677,Potential Location,0.906000018,1,13357.2024403125,0.0799519803393229,0.0312954894471064,0.104622877129743,0.161731434514973,0.507809292269471,100541.323507867,,167065.310748069,8.13454291395225,61.0517209823503,815480.196490727,13357.2024403125,802122.994050415,CIS,4,93,93030000 = 4.3|93A18199 = 0,VIA FLORA|W ATLANTIC AVE,17750,93030000,93A18199,Y,-80.1361213,26.45650643,10,3.32930802551711,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
117457,273240,93180000,2.689,3.30569999999716,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  802,4,PALM BEACH,41000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04688,Potential Location,0.906000018,1,13357.2024403125,0.0772861167678575,0.0302519942777042,0.101134404227654,0.156338773347552,0.490877250214135,97188.9431086699,,172827.967025866,7.8633103374383,59.0160545954595,788289.388460087,13357.2024403125,774932.186019774,CIC,4,93,93180000 = 3.164,FOUNTAINS DR|LAKE WORTH RD|POINCIANA DR,20250,93180000,93A01526,Y,-80.15363,26.61764982,10,3.21829787985536,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
77622,146059,72160000,2.8051432831928,3.036,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR   13,2,DUVAL,57500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02019,Potential Location,0.906000018,1,13357.2024403125,0.0769300793785913,0.0373660385553158,0.159105391442087,0.307520499126369,1.11810876733203,270966.241705081,,173627.826049399,16.2979370439366,164.538866279398,2197778.94619343,13357.2024403125,2184421.74375312,CIS,2,72,72160000 = 2.916|72A00445 = .695,CLAIRE LN|SAN JOSE BLVD,26000,72160000,72A00445,Y,-81.62789531,30.17529,10,3.97511124579958,On-System / Off-System,On Corridor,209697-6,1,1222,0.23,100,0,0.9,Verified Match,209697-6,1
67463,143489,72190000,6.663,6.695,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US   90,SR  212,2,DUVAL,55500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02206,Potential Location,0.906000018,1,13357.2024403125,0.0726814192907677,0.0306624737632926,0.121627812594394,0.220031640431035,0.715514503502315,182069.895968172,,183777.402404265,10.9510457222011,110.55832666719,1476749.95075585,13357.2024403125,1463392.74831554,CIS,2,72,72190000 = 6.676|72A00740 = .012,BEACH BLVD|CORTEZ RD,21500,72190000,72A00740,Y,-81.52775744,30.28693643,10,3.26196591859907,On-System / Off-System,On Corridor,209543-6,1,168,0.03,100,0,0.8,Verified Match,209543-6,1
92479,207291,86220000,12.695,12.963,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  817,4,BROWARD,55000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06438,Potential Location,0.906000018,1,13357.2024403125,0.0725443551751801,0.0306046498395291,0.121398444363465,0.219616700237362,0.714165171533159,135097.483945489,,184124.628416057,10.9303940149103,82.0352627903506,1095761.61233495,13357.2024403125,1082404.40989464,CIS,4,86,86220000 = 12.884|86A15265 = 1.582,N UNIVERSITY DR|NW 25TH CT,27750,86220000,86A15265,Y,-80.2572971,26.15669,10,3.25581443616969,On-System / Off-System,On Corridor,"446998-1, 449243-3",2,1420,0.27,100,0,0.6,Verified Match,"446998-1, 449243-3",2
102632,203679,86090000,1.519,1.548,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  816,4,BROWARD,46000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06193,Potential Location,0.906000018,1,13357.2024403125,0.0719772918951315,0.0349603989204924,0.148862126419476,0.287722213575604,1.04612450379401,253521.333014,,185575.229195529,15.248669718991,153.945792100431,2056285.10991972,13357.2024403125,2042927.9074794,CIS,4,86,86090000 = 1.534|86A06873 = .341,INVERRARY FLS|NW 60TH AVE|W OAKLAND PARK BLVD,24500,86090000,86A06873,Y,-80.23205,26.16475941,10,3.71919208670619,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
35263,43816,12010000,17.169,17.532,CAPE CORAL,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   45,1,LEE,70000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04219,Potential Location,0.906000018,1,13357.2024403125,0.0701898457025056,0.0340922107697885,0.145165362702909,0.280577071522484,1.02014559833528,247225.517632317,,190301.065725746,14.8699922790071,150.122783305357,2005220.40751282,13357.2024403125,1991863.20507251,CIC,1,12,12010000 = 17.43|12A03506 = .192,BIG PINE WAY|S CLEVELAND AVE|SEVEN LAKES BLVD,31500,12010000,12A03506,Y,-81.87169664,26.55192099,10,3.62683162745589,On-System / Off-System,On Corridor,456031-1,1,1925,0.36,100,0,1.2,Verified Match,456031-1,1
116941,271535,93280000,5.634,6.015,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  704,4,PALM BEACH,64500,8,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02791,Potential Location,0.906000018,1,13357.2024403125,0.0700731002444133,0.0295620891656119,0.11726295369026,0.212135362068048,0.68983682514051,130495.329545904,,190618.117276428,10.5580454008887,79.240695974258,1058434.01763942,13357.2024403125,1045076.81519911,CIS,4,93,93280000 = 5.745,BISCAYNE BLVD|OKEECHOBEE BLVD,33250,93280000,93A04817,Y,-80.10789,26.70685496,10,3.14490370494027,On-System / Off-System,On Corridor,"447545-1, 233752-1, 451380-1",6,2008,0.38,100,0,0.4,Verified Match,"447545-1, 233752-1, 451380-1",6
60807,134012,71070000,12.8049070856556,13.6078080891762,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,,SR   21,2,CLAY,59000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03560,Potential Location,0.906000018,1,13357.2024403125,0.0666938677846149,0.0281364754716344,0.111608019370817,0.20190526380108,0.65656986558901,167070.837192667,,200276.320507442,10.04889011011,101.450446251349,1355094.14823932,13357.2024403125,1341736.945799,CIS,2,71,71070000 = 13.602|71A00309 = .717,ARORA BLVD|BLANDING BLVD,29750,71070000,71A00309,Y,-81.74254834,30.17763862,10,2.99324264462459,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
14516,22742,10030000,0.743,0.753,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,US   41,SR  600,7,HILLSBOROUGH,43500,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-01459,Potential Location,0.906000018,1,13357.2024403125,0.0661299675786754,0.0321202699667852,0.13676879658317,0.264348104165147,0.961138960603702,173159.45425202,,201984.106894069,14.0098912807667,105.14763798214,1404478.28664813,13357.2024403125,1391121.08420782,SI,7,10,10030000 = .752|10A11736 = 1.002,E HILLSBOROUGH AVE|N 19TH ST,20500,10030000,10A11736,Y,-82.43884999,27.9960896,10,3.41705065079536,On-System / Off-System,On Corridor,"445362-2, 438702-1",6,53,0.01,100,0,0.6,Verified Parallel Fallback,"445362-2, 438702-1",6
106245,227531,87038000,1.409,1.908,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  932,6,MIAMI-DADE,47000,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04380,Potential Location,0.906000018,1,13357.2024403125,0.0639575913169311,0.0269821088368303,0.107029031719427,0.193621614338366,0.629632506394257,160216.353933084,,208844.676062348,9.63661020420573,97.2881974879388,1299498.1488995,13357.2024403125,1286140.94645919,CIS,6,87,87038000 = 1.824|87A13245 = .008,W 14TH LN|W 49TH ST,22500,87038000,87A13245,Y,-80.31222,25.86663254,10,2.87043765995937,On-System / Off-System,On Corridor,"445993-1, 451122-1",7,2636,0.5,100,0,0.2,Verified Match,"445993-1, 451122-1",7
80425,146780,72190000,5.779,6.188,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US   90,SR  212,2,DUVAL,55500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-00245,Potential Location,0.906000018,1,13357.2024403125,0.0635052361697352,0.026791271509107,0.106272043652791,0.192252179810722,0.625179282011588,159083.185987351,,210332.300861172,9.56845300601182,96.6001037685082,1290307.14179116,13357.2024403125,1276949.93935085,CIS,2,72,72190000 = 5.999|72A07742 = .011,ANNISTON RD|BEACH BLVD,21500,72190000,72A07742,Y,-81.53904,30.28681238,10,2.85013581269697,On-System / Off-System,On Corridor,"209543-6, 447211-2",2,2150,0.41,100,0,0.8,Verified Match,"209543-6, 447211-2",2
108554,247460,89060000,25.751,25.778,PORT SAINT LUCIE,URBAN PRIN ART OTHER,DIVIDED,,SR   76,4,MARTIN,48500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06514,Potential Location,0.906000018,1,13357.2024403125,0.0633146220410359,0.0307528164199317,0.130946150130324,0.253094034600401,0.920220472619147,223009.32636515,,210965.524387958,13.4134493597391,135.417982324867,1808805.4039719,13357.2024403125,1795448.20153159,CIS,4,89,89060000 = 25.766|89A10181 = .681,SW KANNER HWY|SW LOST RIVER RD,20500,89060000,89A10181,Y,-80.25712397,27.11187937,10,3.27157684135851,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
69147,139905,72100000,8.66033461889143,9.01,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,USA  90,SR   10,2,DUVAL,69000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02003,Potential Location,0.906000018,1,13357.2024403125,0.0632826116427249,0.0266973517867746,0.105899495420873,0.191578218840281,0.62298764789842,158525.502539941,,211072.237595429,9.5349097511062,96.2614615760262,1285783.82947135,13357.2024403125,1272426.62703103,CIC,2,72,72100000 = 8.898|72A07906 = .603,ATLANTIC BLVD|SUTTON LAKES BLVD,25250,72100000,72A07906,Y,-81.50744298,30.3239784,10,2.84014435096111,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
98335,203508,86100000,12.472,12.577,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US  441,SR    7,4,BROWARD,54000,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05303,Potential Location,0.906000018,1,13357.2024403125,0.0620797698054792,0.0261899028866865,0.103886614783857,0.187936803122056,0.611146233842846,115609.556172674,,215161.919610301,9.35367531615993,70.2016058680105,937697.061214046,13357.2024403125,924339.858773733,CIC,4,86,86100000 = 12.534|86A05245 = .881,NW 21ST ST|SR-7,27500,86100000,86A05245,Y,-80.20298,26.15375502,10,2.78616041508248,On-System / Off-System,On Corridor,448410-1,1,557,0.11,100,0,0.5,Verified Match,448410-1,1
81360,169750,77080000,7.599,7.654,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,,SR  436,5,SEMINOLE,72500,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03009,Potential Location,0.906000018,1,13357.2024403125,0.0617696657655046,0.0260590777448223,0.103367675054462,0.186998011594789,0.608093404930566,154735.51190466,,216242.10321973,9.3069513590119,93.9600650684219,1255043.61042385,13357.2024403125,1241686.40798353,CIS,5,77,77080000 = 7.599,PLAZA ENTRANCE|SEMORAN BLVD,33500,77080000,77A12734,Y,-81.33925994,28.65941508,10,2.77224284413398,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
92445,222454,87002000,8.48,8.525,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  823,6,MIAMI-DADE,47000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03954,Potential Location,0.906000018,1,13357.2024403125,0.0612787944731836,0.0258519914183743,0.102546232626218,0.185511975455927,0.603261007153583,153505.85945705,,217974.301797954,9.23299086101421,93.2133830523366,1245070.02757645,13357.2024403125,1231712.82513614,CIS,6,87,87002000 = 8.517|87A08233 = .887,NW 199TH ST|NW 57TH AVE,46000,87002000,87A08233,Y,-80.29450824,25.95343,10,2.75021237965496,On-System / Off-System,On Corridor,452567-1,2,239,0.05,100,0.3,0.4,Verified Match,452567-1,2
106607,204226,86220000,20.491,20.518,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  817,4,BROWARD,38500,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03331,Potential Location,0.906000018,1,13357.2024403125,0.060926883229185,0.0295930575684613,0.126007872133087,0.243549281271989,0.885516859660542,159535.324687567,,219233.312658839,12.90759758957,96.8746560103905,1293974.39166642,13357.2024403125,1280617.18922611,CIS,4,86,86220000 = 20.506|86A02418 = .5,N UNIVERSITY DR|NW 28TH ST,23250,86220000,86A02418,Y,-80.25007967,26.2651,10,3.14819821651256,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
98755,225757,87038000,2.757,3.15,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  932,6,MIAMI-DADE,47000,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04786,Potential Location,0.906000018,1,13357.2024403125,0.0607072150081591,0.0256108563315671,0.101589730115216,0.183781607934857,0.597634075248292,113053.482729778,,220026.605379892,9.14686991130748,68.649481058018,916965.015914344,13357.2024403125,903607.813474032,CIC,6,87,87038000 = 2.897|87A26561 = .009,W 49TH ST|W 6TH AVE,22500,87038000,87A26561,Y,-80.29494554,25.86672,10,2.72455970593347,On-System / Off-System,On Corridor,"445993-1, 451122-1",7,2075,0.39,100,0,0.2,Verified Match,"445993-1, 451122-1",7
94428,218227,87019000,4.545,4.623,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  817,6,MIAMI-DADE,43000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06045,Potential Location,0.906000018,1,13357.2024403125,0.0599880765749575,0.0253074698050602,0.100386296893405,0.181604528693719,0.590554494469562,150272.558900354,,222664.289354604,9.03851597519242,91.2500255337334,1218845.06373776,13357.2024403125,1205487.86129745,CIS,6,87,87019000 = 4.62|87A09246 = .972,NW 211TH ST|NW 27TH AVE,21500,87019000,87A09246,Y,-80.24678607,25.96819,10,2.69228453735876,On-System / Off-System,On Corridor,438076-1,4,414,0.08,100,0,0.4,Verified Match,438076-1,4
1579,3090,01010000,16.694,16.709,1790,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   45,1,CHARLOTTE,45500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03676,Potential Location,0.906000018,1,13357.2024403125,0.0596859059827272,0.025179991586463,0.0998806332929701,0.180689754439897,0.58757976663152,149515.609341184,,223791.567211495,8.99298736549123,90.7903829542268,1212705.5247531,13357.2024403125,1199348.32231279,CIS,1,1,01010000 = 16.699|01A00298 = .012,HANCOCK AVE|TAMIAMI TRL,21750,1010000,01A00298,Y,-82.07895949,26.9677406,10,2.67872302214516,On-System / Off-System,On Corridor,"446830-1, 454317-1",2,79,0.02,100,0.2,0.8,Verified Match,"446830-1, 454317-1",2
37375,85010,18120000,0.398,0.507,2153,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   25,5,SUMTER,41000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-01379,Potential Location,0.906000018,1,13357.2024403125,0.0593929685289363,0.0288480132854834,0.122835457639391,0.237417606665021,0.863222803960336,209196.319514947,,224895.349923533,12.5826317840312,127.030308374265,1696769.54501039,13357.2024403125,1683412.34257007,CIS,5,18,18120000 = .506|18A00246 = .299,BUENOS AIRES BLVD|NE 136TH AVE|US-27,19000,18120000,18A00246,Y,-81.95968575,28.9545292,10,3.06893817123107,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
111835,204455,86220000,9.917,9.93,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  817,4,BROWARD,48500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04974,Potential Location,0.906000018,1,13357.2024403125,0.0590725552193583,0.0249212342331668,0.098854229124895,0.178832930839854,0.581541615874324,110009.297912909,,226115.196654559,8.90057265594176,66.8009603147669,892273.950131623,13357.2024403125,878916.74769131,CIS,4,86,86220000 = 9.924,FEDERATED RD|S UNIVERSITY DR,26750,86220000,86A34885,Y,-80.25068035,26.115,10,2.65119563886372,On-System / Off-System,On Corridor,"446998-1, 449243-3",2,69,0.01,100,0.7,0.5,Verified Parallel Fallback,"446998-1, 449243-3",2
19442,60881,15061000,0.318,0.455,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,,SR  694,7,PINELLAS,59500,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02000,Potential Location,0.906000018,1,13357.2024403125,0.0580556351536674,0.0281984513603527,0.120069609067812,0.232071746757128,0.843785879108416,152017.042613902,,230075.898833202,12.2993124980908,92.3093286065586,1232994.38932713,13357.2024403125,1219637.18688682,CIS,7,15,15061000 = .449|15A04496 = .499,43RD ST N|PARK BLVD N,26500,15061000,15A04496,Y,-82.69187,27.83923979,10,2.999835825538,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
92117,206852,86130000,4.11,4.213,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  814,4,BROWARD,51000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06344,Potential Location,0.906000018,1,13357.2024403125,0.0579160879642228,0.0281306712969082,0.119781000107824,0.231513920459581,0.841757687570919,203994.390967619,,230630.260257976,12.2697488823166,123.871540624239,1654577.24471136,13357.2024403125,1641220.04227104,CIS,4,86,86130000 = 4.127|86A08092 = .01,NW 21ST AVE|SW 21ST AVE|W ATLANTIC BLVD,25750,86130000,86A08092,Y,-80.15125,26.23144291,10,2.99262517910995,On-System / Off-System,On Corridor,444119-1,1,544,0.1,100,0,0.4,Verified Match,444119-1,1
18536,53102,14090000,9.673,9.694,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,,SR   54,7,PASCO,59000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02289,Potential Location,0.906000018,1,13357.2024403125,0.0577845062011273,0.0280667601548333,0.119508865097786,0.230987935178013,0.839845266264111,203530.928351813,,231155.431073874,12.2418727731486,123.590112159617,1650818.14773693,13357.2024403125,1637460.94529662,CIS,7,14,14090000 = 9.68|14A01574 = 2.647,POINTE PLEASANT BLVD|SR-54|WIREGRASS RANCH BLVD,28000,14090000,14A01574,Y,-82.34377685,28.23790727,10,2.98582612014045,On-System / Off-System,On Corridor,449400-1,2,111,0.02,100,2.3,0.4,Verified Match,449400-1,2
64375,137362,72100000,2.72781343041162,3.026,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,USA  90,SR   10,2,DUVAL,33000,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02298,Potential Location,0.906000018,1,13357.2024403125,0.0576439339050486,0.0243185346161924,0.0964635206442297,0.174508003032862,0.567477508701186,144400.386669685,,231719.133921612,8.68531960384974,87.6842656244852,1171216.48677638,13357.2024403125,1157859.28433607,CIS,2,72,72100000 = 3.025|72A02640 = 1.089,ATLANTIC BLVD|BARTRAM RD,15250,72100000,72A02640,Y,-81.60272,30.31305132,10,2.5870786460568,On-System / Off-System,On Corridor,437387-1,2,1575,0.3,100,0,1.1,Verified Match,437387-1,2
88475,197956,86040000,5.266,5.277,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  820,4,BROWARD,59500,7,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06239,Potential Location,0.906000018,1,13357.2024403125,0.0562684780814207,0.0237382641905994,0.0941617812893775,0.170344025441801,0.553936790862487,140954.814181414,,237383.396454842,8.47807709592407,85.5920101931957,1143269.80742381,13357.2024403125,1129912.60498349,CIS,4,86,86040000 = 5.277,PINES BLVD|SW 148TH AVE,37750,86040000,86A38096,Y,-80.34754,26.00773885,10,2.52534773789631,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
92648,223001,87002000,6.371,6.448,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  823,6,MIAMI-DADE,49000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06483,Potential Location,0.906000018,1,13357.2024403125,0.0562070651683536,0.0210776494381326,0.118034836853543,0.184780726740962,0.719450434154926,174398.715518186,,237642.766088293,10.489643537044,105.900154762369,1414529.80562139,13357.2024403125,1401172.60318108,CIC,6,87,87002000 = 6.445|87A11208 = .252,NW 165TH TER|NW 57TH AVE,24500,87002000,87A11208,Y,-80.29320667,25.92333444,10,2.24230356109351,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
95849,212411,86230000,0.503,1.283,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  822,4,BROWARD,41500,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05214,Potential Location,0.906000018,1,13357.2024403125,0.0554915655562886,0.0234105042190592,0.0928616667356017,0.167992044164546,0.546288451230307,103340.51310743,,240706.894938177,8.36101822905142,62.7514732478536,838184.131599435,13357.2024403125,824826.929159122,CIS,4,86,86230000 = .759|86A01244 = .504,N 52ND AVE|SHERIDAN ST,21500,86230000,86A01244,Y,-80.19621,26.03253215,10,2.4904796491407,On-System / Off-System,Off Corridor,,0,0,0,0,85.2,287.4,No Match - Angle Mismatch,,0
