OBJECTID_1,OBJECTID,ROADWAY,BEGIN_POST,END_POST,URBAREA,FUNCLASS,TYPEROAD,USROUTE,STROADNO,MNG_DIST_C,CONTYDOT,AADT_2024,NOLANES_To,MAXSPEED_M,IsSignaliz,Countermea,Counterme1,Counterme2,LocationID,LocationSt,CrashModif,CostScenar,CostEstima,TotalLives,Crash_Save,Crash_Sav1,Crash_Sav2,Crash_Sav3,Benefit_Al,Benefit_KA,CostPerLif,CrashSavin,CostBenefi,PresentVal,PresentVa1,NetPresent,Intersecti,FDOT Manag,FDOT Count,Intersect1,Intersect2,Entering V,AADT Major,AADT Minor,Signalized,CentralPoi,CentralPo1,Counterme3,Serious In,Intersect3,Match_Stat,Matched_ID,Match_Cnt,Ovl_Ft,Ovl_Mi,Ovl_Pct,Ang_Dif,Min_Ft,QC_Flag,WP_IDs,WP_Count
107586,224824,87052000,1.717,1.825,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  924,6,MIAMI-DADE,44000,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05779,Potential Location,0.906000018,1,13357.2024403125,0.0391019090244647,0.0189923558118829,0.0808698573005975,0.156306072697795,0.568310700480572,102387.245522737,,341599.752379234,8.28389177193295,62.1726204481127,830452.277570153,13357.2024403125,817095.075129841,CIS,6,87,87052000 = 1.77|87A11659 = 1.252,NW 10TH AVE|NW 119TH ST,17750,87052000,87A11659,Y,-80.21461,25.88358998,10,2.02046377114017,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
28323,80736,17010000,13.805,13.954,215,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   45,1,SARASOTA,55500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04339,Potential Location,0.906000018,1,13357.2024403125,0.0389765451173056,0.0189314647712627,0.0806105819471548,0.155804942689697,0.566488650057203,137284.765990036,,342698.471609324,8.25733293977049,83.3634463514409,1113502.42903833,13357.2024403125,1100145.22659801,CIS,1,17,17010000 = 13.855|17A08649 = 1.19,E SEMINOLE DR|TAMIAMI TRL S|W SEMINOLE DR,23000,17010000,17A08649,Y,-82.4163594,27.0620404,10,2.01398599962101,On-System / Off-System,On Corridor,456052-1,1,789,0.15,100,0,0.8,Verified Match,456052-1,1
94110,202009,86020000,2.981,3.032,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,53000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05142,Potential Location,0.906000018,1,13357.2024403125,0.0388890822474929,0.0188889828059251,0.0804296928300421,0.155455318386731,0.565217456756175,101829.96461213,,343469.212137903,8.23880359003623,61.8342226881059,825932.230184395,13357.2024403125,812575.027744083,CIS,4,86,86020000 = 3.029|86A15481 = .278,N FEDERAL HWY|NE 19TH ST,27000,86020000,86A15481,Y,-80.1188898,26.15236,10,2.00946664074096,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
94471,202460,86040000,8.813,8.837,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  820,4,BROWARD,49000,7,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03352,Potential Location,0.906000018,1,13357.2024403125,0.0387556901386402,0.0188241923530538,0.0801538136958241,0.154922096424331,0.563278723719555,101480.681138749,,344651.389061321,8.21054395206628,61.6221272390249,823099.228334351,13357.2024403125,809742.025894039,CIC,4,86,86040000 = 8.817|86A09654 = 0,NW 108TH AVE|PINES BLVD,26250,86040000,86A09654,Y,-80.29069625,26.00794892,10,2.00257403805182,On-System / Off-System,On Corridor,448403-1,1,126,0.02,100,0,0.3,Verified Match,448403-1,1
119729,269451,93180000,2.556,2.689,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  802,4,PALM BEACH,41000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05747,Potential Location,0.906000018,1,13357.2024403125,0.0385123166230501,0.0186636611327089,0.0832458536236698,0.110500723849213,0.356683301647326,70814.8279191777,,346829.368148631,5.72944771915222,43.0008971902632,574371.688885411,13357.2024403125,561014.486445098,CIS,4,93,93180000 = 2.68,LAKE WORTH RD|LUCERNE LAKES BLVD N,20250,93180000,93A14627,Y,-80.16153,26.61758,10,1.98549624538321,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
101956,225657,87044000,3.892,3.922,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  976,6,MIAMI-DADE,71000,8,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04854,Potential Location,0.906000018,1,13357.2024403125,0.0384552461696083,0.0186782624252383,0.07953244094169,0.153721100922149,0.558912043760557,100693.977082846,,347344.088798705,8.14689372666595,61.1444168325878,816718.353727726,13357.2024403125,803361.151287414,CIS,6,87,87044000 = 3.919|87A18220 = .014,SW 40TH ST|SW 79TH AVE,35750,87044000,87A18220,Y,-80.32338,25.73320568,10,1.98704957467314,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
95455,199864,86020000,8.901,8.936,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,43500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05025,Potential Location,0.906000018,1,13357.2024403125,0.03819423024971,0.0185514832641449,0.0789926125619003,0.152677715205984,0.555118414652035,100010.514261139,,349717.806930116,8.09159648709035,60.7293976142524,811174.858011801,13357.2024403125,797817.655571488,CIS,4,86,86020000 = 8.902|86A12831 = .065,N FEDERAL HWY|NE 2ND ST,21000,86020000,86A12831,Y,-80.10285005,26.233605,10,1.97356242729332,On-System / Off-System,On Corridor,"448401-1, 457345-1",3,185,0.04,100,0,0.6,Verified Match,"448401-1, 457345-1",3
31285,74782,16100000,3.208,3.252,LAKELAND,URBAN PRIN ART OTHER,DIVIDED,US   92,SR  546,1,POLK,30000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-01097,Potential Location,0.906000018,1,13357.2024403125,0.0380137051287397,0.0184637996339593,0.0786192537889845,0.151956083618521,0.552494646132479,133893.411981663,,351378.598720543,8.05335153686817,81.3041140147686,1085995.51012551,13357.2024403125,1072638.3076852,CIS,1,16,16100000 = 3.224|16A04952 = .335,N LINCOLN AVE|W MEMORIAL BLVD,14250,16100000,16A04952,Y,-81.96549039,28.05491446,10,1.96423437974268,On-System / Off-System,On Corridor,"449049-1, 445930-1",3,232,0.04,100,0,0.7,Verified Match,"449049-1, 445930-1",3
101526,222242,87001000,2.87,3.456,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR   94,6,MIAMI-DADE,58500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05085,Potential Location,0.906000018,1,13357.2024403125,0.0380049466748911,0.0184595455278042,0.0786011397139793,0.151921072552357,0.552367349968019,133862.562600749,,351459.575896136,8.05149602429649,81.2853813411739,1085745.29401206,13357.2024403125,1072388.09157175,CIC,6,87,87001000 = 3.446|87A21133 = 2.201,SW 142ND AVE|SW 88TH ST,19000,87001000,87A21133,Y,-80.42481519,25.68507818,10,1.96378181517144,On-System / Off-System,On Corridor,437784-1,1,3092,0.59,100,0,0,Verified Match,437784-1,1
106124,227330,87053000,0.193,0.456,MIAMI,URBAN MINOR ART,DIVIDED,,SR  968,6,MIAMI-DADE,47500,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04600,Potential Location,0.906000018,1,13357.2024403125,0.0379874791268091,0.0184510612901644,0.078565013648628,0.151851247730284,0.552113475036237,99469.1422792929,,351621.18538384,8.04779545617995,60.4006602351313,806783.846289181,13357.2024403125,793426.643848869,CIC,6,87,87053000 = .255|87A07700 = .459,NW 84TH AVE|SW 84TH AVE|W FLAGLER ST,24750,87053000,87A07700,Y,-80.33231301,25.76966442,10,1.96287923652628,On-System / Off-System,On Corridor,437782-3,1,1388,0.26,100,0,0.2,Verified Match,437782-3,1
30968,87991,29010000,6.896,7.07059784553312,LAKE CITY,URBAN MINOR ART,DIVIDED,US   90,SR   10,2,COLUMBIA,35500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-00697,Potential Location,0.906000018,1,13357.2024403125,0.0378728285997654,0.015977599565526,0.0633778116099198,0.114654070956321,0.372840244676284,94872.9679533868,,352685.630679174,5.70637009668027,57.609724699958,769504.75534801,13357.2024403125,756147.552907698,CIS,2,29,29010000 = 6.994|29A00966 = .012,NW BROOKSIDE CT|US-90,16000,29010000,29A00966,Y,-82.68407,30.18044831,10,1.6997449601135,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
92366,206980,86190000,3.003,3.02,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  823,4,BROWARD,52500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03638,Potential Location,0.906000018,1,13357.2024403125,0.0377947262222135,0.0159446501249963,0.0632471121624853,0.114417628211779,0.372071363379775,94677.318337646,,353414.451576631,5.69460226501257,57.4909203582827,767917.861705465,13357.2024403125,754560.659265153,CIS,4,86,86190000 = 3.012|86A09745 = .014,S FLAMINGO RD|WASHINGTON ST,27250,86190000,86A09745,Y,-80.31167256,26.00049,10,1.69623969981146,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
33169,75014,16180000,15.78,15.87,WINTER HAVEN,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   25,1,POLK,65000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03189,Potential Location,0.906000018,1,13357.2024403125,0.0376991747238564,0.018311027723016,0.0779687477243393,0.150698778961078,0.547923232634231,132785.560249263,,354310.208065641,7.9867170451505,80.6313930628608,1077009.84018504,13357.2024403125,1063652.63774473,CIS,1,16,16180000 = 15.865|16A03395 = .499,COMMERCE AVE|US-27,24000,16180000,16A03395,Y,-81.63976418,28.11759,10,1.94798204567911,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
16762,49551,13160000,1.233,1.248,215,URBAN PRIN ART OTHER,DIVIDED,,SR   70,1,MANATEE,51000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02351,Potential Location,0.906000018,1,13357.2024403125,0.0376075990667151,0.0182665481181188,0.0777793526152517,0.150332714191362,0.54659226370828,132463.008760331,,355172.964288869,7.96731638539684,80.4355300801819,1074393.65867484,13357.2024403125,1061036.45623452,CIS,1,13,13160000 = 1.248|13A01646 = 0,30TH ST E|53RD AVE E,20750,13160000,13A01646,Y,-82.52636729,27.44744851,10,1.9432501719116,On-System / Off-System,On Corridor,"456052-2, 456242-1, 455188-1",4,79,0.01,100,0.1,0.3,Verified Match,"456052-2, 456242-1, 455188-1",4
95837,212349,86230000,1.46,1.643,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  822,4,BROWARD,41500,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04303,Potential Location,0.906000018,1,13357.2024403125,0.0375903856470944,0.018258187314303,0.0777437521337634,0.15026390522306,0.546342082302656,98429.3642066265,,355335.605378259,7.96366965538492,59.7692756604989,798350.314708126,13357.2024403125,784993.112267814,CIS,4,86,86230000 = 1.514|86A20046 = 1.01,N 40TH AVE|SHERIDAN ST,21500,86230000,86A20046,Y,-80.18406,26.03279982,10,1.94236072452684,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
31088,82200,17070000,2.312,2.482,215,URBAN MINOR ART,DIVIDED,,SR   72,1,SARASOTA,41500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04177,Potential Location,0.906000018,1,13357.2024403125,0.0375676889559543,0.0182471632071778,0.0776968112498145,0.150173177410944,0.54601220653029,132322.435751616,,355550.283009769,7.95886127293822,80.3501699137721,1073253.48565176,13357.2024403125,1059896.28321145,SI,1,17,17070000 = 2.329|17A05991 = .493,CLARK RD|SAWYER RD,21000,17070000,17A05991,Y,-82.48932055,27.26926001,10,1.94118794694852,On-System / Off-System,On Corridor,"456052-1, 447887-1, 449122-1",3,895,0.17,100,0,0,Verified Match,"456052-1, 447887-1, 449122-1",3
116121,265817,93030000,5.337,5.387,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  806,4,PALM BEACH,41500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06197,Potential Location,0.906000018,1,13357.2024403125,0.0375326923566952,0.0158341045879808,0.0628086148656572,0.113624361626714,0.369491762802122,69896.1661571764,,355881.808674186,5.65512113118144,42.4430580887472,566920.519077339,13357.2024403125,553563.316637027,CIS,4,93,93030000 = 5.382|93A18448 = .257,W ATLANTIC AVE|WHATLEY RD,23250,93030000,93A18448,Y,-80.11892,26.45781162,10,1.68447953404723,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
69766,141188,72100000,10.507,10.526,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,USA  90,SR   10,2,DUVAL,62000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04110,Potential Location,0.906000018,1,13357.2024403125,0.0373946154682855,0.0181630989417387,0.0773388638094086,0.149481333001796,0.543496740726559,131712.829302862,,357195.876279054,7.9221949802633,79.9799985104138,1068309.03127949,13357.2024403125,1054951.82883918,CIC,2,72,72100000 = 10.514|72A07027 = .342,ATLANTIC BLVD|KENSINGTON GARDENS BLVD|W HICKORY CREEK BLVD,22000,72100000,72A07027,Y,-81.48129282,30.31824577,10,1.93224493827442,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
16882,61449,15030000,3.771,3.827,TAMPA-ST PETERSBURG,URBAN MINOR ART,DIVIDED,,SR  686,7,PINELLAS,39500,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-01469,Potential Location,0.906000018,1,13357.2024403125,0.0373671394800847,0.0157642619681607,0.0625315724737042,0.113123176160413,0.367861972334802,93606.196248721,,357458.521742918,5.63017696885088,56.8405027525709,759230.10207523,13357.2024403125,745872.899634917,CIS,7,15,15030000 = 3.776|15A00967 = .011,DODGE ST|ROOSEVELT BLVD,20000,15030000,15A00967,Y,-82.72609772,27.91630351,10,1.67704946668614,On-System / Off-System,On Corridor,440247-1,1,295,0.06,100,0,0.7,Verified Match,440247-1,1
105949,231892,87120000,4.533,4.916,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   90,6,MIAMI-DADE,40000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05200,Potential Location,0.906000018,1,13357.2024403125,0.0372346334502636,0.0157083609868299,0.0623098319144254,0.112722034859196,0.366557512583415,93274.263282908,,358730.601125817,5.61021203688893,56.6389430544626,756537.828383788,13357.2024403125,743180.625943476,CIS,6,87,87120000 = 4.691,SW 129TH PL|SW 8TH ST,18250,87120000,87A45836,Y,-80.40607,25.760965,10,1.67110255263984,On-System / Off-System,On Corridor,"452564-1, 452564-3",3,2020,0.38,100,0,0.1,Verified Match,"452564-1, 452564-3",3
64498,137854,72100000,6.799,7.196,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,USA  90,SR   10,2,DUVAL,58000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02182,Potential Location,0.906000018,1,13357.2024403125,0.0367374093754629,0.0154985945802734,0.0614777585017512,0.111216766663999,0.361662574640787,92028.696858157,,363585.856144605,5.53529435324357,55.8825975919629,746435.168926369,13357.2024403125,733077.966486056,SI,2,72,72100000 = 7.052|72A07668 = 1.056,ATLANTIC BLVD|LEON RD,24500,72100000,72A07668,Y,-81.53819487,30.32288478,10,1.64878697320106,On-System / Off-System,On Corridor,"208819-2, 447211-5",2,2095,0.4,100,0,0.9,Verified Match,"208819-2, 447211-5",2
24504,71171,16261000,1.374,1.405,BARTOW,URBAN PRIN ART OTHER,DIVIDED,US   98,SR   60,1,POLK,57000,8,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-00581,Potential Location,0.906000018,1,13357.2024403125,0.0366693826892936,0.017810843020514,0.0758389505619481,0.146582285607332,0.532956141586438,129158.38503253,,364260.357298363,7.76855159045161,78.4288629830899,1047590.20002866,13357.2024403125,1034232.99758835,CIS,1,16,16261000 = 1.379|16A00463 = .547,E VAN FLEET DR|N WILSON AVE,21500,16261000,16A00463,Y,-81.84041,27.90396525,10,1.89477089692571,On-System / Off-System,On Corridor,451484-1,1,163,0.03,100,0.1,104.4,Verified Match,451484-1,1
95853,208130,86220000,11.955,11.971,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  817,4,BROWARD,54500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05501,Potential Location,0.906000018,1,13357.2024403125,0.0362611462377649,0.0176125567440572,0.0749946433553773,0.144950400155637,0.527022795887514,94948.7883177008,,368361.285457694,7.68206510766362,57.6557651096659,770119.726420913,13357.2024403125,756762.523980601,CIS,4,86,86220000 = 11.957|86A31147 = .845,MARCANO BLVD|N UNIVERSITY DR,29250,86220000,86A31147,Y,-80.25694467,26.14322,10,1.87367660815693,On-System / Off-System,On Corridor,"446998-1, 449243-3",2,85,0.02,100,0,0.5,Verified Match,"446998-1, 449243-3",2
104196,224920,87030000,23.516,23.545,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,74500,7,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-04647,Potential Location,0.906000018,1,13357.2024403125,0.0361177209928284,0.0152371635438495,0.0604407487239362,0.109340756911883,0.35556203299268,90476.3523874529,,369824.066224022,5.44192474271631,54.9399672566212,733844.26471083,13357.2024403125,720487.062270517,CIS,6,87,87030000 = 23.543|87A01078 = .013,BISCAYNE BLVD|NE 187TH ST,37250,87030000,87A01078,Y,-80.14677601,25.94840686,10,1.62097515548987,On-System / Off-System,On Corridor,"458150-1, 449271-1",2,154,0.03,100,0,0.4,Verified Match,"458150-1, 449271-1",2
90260,199450,86040000,9.254,9.278,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  820,4,BROWARD,49000,7,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06431,Potential Location,0.906000018,1,13357.2024403125,0.0359902275900719,0.0174809676866063,0.0744343343340123,0.143867429249664,0.523085239632976,94239.3954826687,,371134.147648379,7.62466993662266,57.2250004059581,764365.915069347,13357.2024403125,751008.712629035,CIS,4,86,86040000 = 9.265|86A01646 = .106,NW 103RD AVE|PINES BLVD,26250,86040000,86A01646,Y,-80.28345,26.00807817,10,1.85967776957727,On-System / Off-System,On Corridor,448403-1,1,126,0.02,100,0,0.3,Verified Match,448403-1,1
33520,75211,16250000,24.668,24.888,LAKELAND,URBAN MINOR ART,DIVIDED,,SR   37,1,POLK,41500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-00478,Potential Location,0.906000018,1,13357.2024403125,0.0359900540164587,0.0174808833794228,0.0744339753522213,0.143866735406052,0.523082716898303,126765.62606429,,371135.937562197,7.62463316437644,76.9759076428351,1028182.78141215,13357.2024403125,1014825.57897183,CIS,1,16,16250000 = 24.677|16A06632 = .469,E HIGHLAND DR|S FLORIDA AVE|W HIGHLAND DR,20250,16250000,16A06632,Y,-81.95682965,27.9858,10,1.85966880072624,On-System / Off-System,On Corridor,413654-1,2,1166,0.22,100,0,2.3,Verified Match,413654-1,2
95952,200004,86020000,10.349,10.365,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,53500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06412,Potential Location,0.906000018,1,13357.2024403125,0.0358322697840035,0.0174042453236588,0.0741076488714618,0.143236008305406,0.520789466519778,93825.787424248,,372770.201855187,7.59120595998706,56.9738451307167,761011.183213995,13357.2024403125,747653.980773683,CIS,4,86,86020000 = 10.356|86A01761 = 0,N FEDERAL HWY|NE 18TH ST|POMPANO SQ,25500,86020000,86A01761,Y,-80.10033356,26.25458,10,1.85151581450929,On-System / Off-System,On Corridor,"448401-1, 457345-1",3,85,0.02,100,0,0.6,Verified Match,"448401-1, 457345-1",3
30605,44845,12020000,4.612,5.209,CAPE CORAL,URBAN PRIN ART OTHER,DIVIDED,,SR   80,1,LEE,29000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03306,Potential Location,0.906000018,1,13357.2024403125,0.0354361574640659,0.0149496289301528,0.0593001947562728,0.107277429822856,0.348852359534918,88769.0081722685,,376937.10030094,5.33923228790606,53.9032164062297,719996.173721984,13357.2024403125,706638.971281672,SI,1,12,12020000 = 4.996|12A08708 = .364,PALM BEACH BLVD|UNDERWOOD DR,13000,12020000,12A08708,Y,-81.80634974,26.6798106,10,1.5903863609413,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
23930,61835,15150000,5.548,5.646,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,US   19,SR   55,7,PINELLAS,38000,6,40,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03896,Potential Location,0.906000018,1,13357.2024403125,0.0353921159568796,0.017190456321913,0.073197330729001,0.141476536253604,0.514392230782375,92673.2570468357,,377406.15612207,7.49795765682582,56.2739939593727,751663.129440263,13357.2024403125,738305.926999951,CIS,7,15,15150000 = 5.627|15A13794 = 3.184,17TH AVE N|34TH ST N,20750,15150000,15A13794,Y,-82.67946478,27.78825,10,1.82877229933012,On-System / Off-System,On Corridor,"454084-1, 438702-1, 440246-1",8,519,0.1,100,0,1.1,Verified Match,"454084-1, 438702-1, 440246-1",8
78390,200019,86028000,5.426,5.432,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  834,4,BROWARD,55500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03152,Potential Location,0.906000018,1,13357.2024403125,0.035280575095546,0.0148839926184335,0.0590398373864528,0.106806428511907,0.347320724046075,88379.2680443608,,378599.339838958,5.31579040072423,53.6665544575457,716835.032163493,13357.2024403125,703477.82972318,CIS,4,86,86028000 = 5.427,NW 29TH AVE|W SAMPLE RD,25000,86028000,86A40945,Y,-80.16296,26.27431468,10,1.58340377325109,On-System / Off-System,On Corridor,439891-5,1,32,0.01,100,0,0.4,Verified Parallel Fallback,439891-5,1
40147,83936,17070000,1.233,1.375,215,URBAN MINOR ART,DIVIDED,,SR   72,1,SARASOTA,35500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-03906,Potential Location,0.906000018,1,13357.2024403125,0.0351853489883237,0.0170900266514715,0.072769699044033,0.140650005436442,0.511387060864386,123931.261418936,,379623.986243397,7.45415326895165,75.25479602969,1005193.54517299,13357.2024403125,991836.342732682,SI,1,17,17070000 = 1.305|17A06045 = .863,CLARK RD|S LOCKWOOD RIDGE RD,17750,17070000,17A06045,Y,-82.50588,27.26931935,10,1.81808828979047,On-System / Off-System,On Corridor,"456052-1, 447887-1, 449122-1",3,748,0.14,100,0,0.1,Verified Match,"456052-1, 447887-1, 449122-1",3
74326,160511,75035001,1.852,1.903,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,,SR  535,5,ORANGE,57000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-01905,Potential Location,0.906000018,1,13357.2024403125,0.0349807767710599,0.0169906630030863,0.072346606503783,0.139832247923795,0.508413789661201,123210.70886892,,381844.077612453,7.41081384768971,74.8172548107971,999349.218536261,13357.2024403125,985992.016095949,CIS,5,75,75035001 = 1.899,LAKE VINING DR|MEADOW CREEK DR|SR-535,32750,75035001,75A23858,Y,-81.50331527,28.37061997,10,1.80751768687426,On-System / Off-System,On Corridor,445362-4,1,270,0.05,100,0.1,1.4,Verified Match,445362-4,1
92768,205809,86220000,2.78,2.939,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  817,4,BROWARD,46000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06154,Potential Location,0.906000018,1,13357.2024403125,0.0349629306830182,0.0147499863818983,0.0585082793148633,0.105844809684919,0.344193663700557,87583.5559392843,,382038.98184085,5.26793032150539,53.1833740922344,710381.094208846,13357.2024403125,697023.891768534,CIC,4,86,86220000 = 2.906,N UNIVERSITY DR|PEMBROKE COMMONS,25250,86220000,86A05224,Y,-80.24832175,26.01398179,10,1.5691477879111,On-System / Off-System,On Corridor,"443597-1, 446998-1",3,842,0.16,100,0,0.5,Verified Match,"443597-1, 446998-1",3
93980,221177,87002000,6.234,6.371,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  823,6,MIAMI-DADE,49000,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-06080,Potential Location,0.906000018,1,13357.2024403125,0.0348719922950388,0.0169378248290188,0.0721216204283756,0.139397392576791,0.506832706197211,122827.543781071,,383035.254404229,7.38776743260901,74.5845854245453,996241.406442432,13357.2024403125,982884.20400212,CIS,6,87,87002000 = 6.296|87A11278 = .258,NW 163RD ST|NW 57TH AVE,24500,87002000,87A11278,Y,-80.29304514,25.92116,10,1.80189660345029,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
72910,159224,75050000,5.18,5.888,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,,SR   50,5,ORANGE,55500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-02555,Potential Location,0.906000018,1,13357.2024403125,0.0348389094394822,0.0146976649197816,0.0583007375151336,0.105469354748433,0.342972732692903,87272.8777064046,,383398.982781449,5.24924380820199,52.9947209083764,707861.215441045,13357.2024403125,694504.013000732,CIS,5,75,75050000 = 5.691|75A08157 = .013,CARTER RD|W COLONIAL DR,25250,75050000,75A08157,Y,-81.56478,28.55127679,10,1.5635816738541,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
91579,202305,86040000,4.723,4.734,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  820,4,BROWARD,59500,6,45,1,PPFYA,Change Left-Turn Phasing from Protected-Permissive to Protected-Only,,PPFYA-05543,Potential Location,0.906000018,1,13357.2024403125,0.0348277853264942,0.0146929719346148,0.0582821220073052,0.105435678234504,0.342863221014964,87245.011353295,,383521.441719448,5.24756771724037,52.9777996191444,707635.194355222,13357.2024403125,694277.991914909,CIS,4,86,86040000 = 4.724,PINES BLVD|WESTFORK PLAZA WAY,37750,86040000,86A38095,Y,-80.35643,26.00768009,10,1.56308242001735,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
